"Year","LEA","LEA Name","PublicSeniorInstitutions","PrivateSeniorInstitutions","CommunityTechnicalCollege","PrivateJuniorInstitutions","TradeBusinessNursing","Other","Total"
"2017","32D","Kestrel Heights School","        23","         9","        30","         5","*","        14","        84"
"2017","32L","Voyager Academy","        45","        13","        22","-","-","         7","        87"
"2017","32N","Research Triangle High School","        54","        23","        11","-","-","*","        92"
"2017","330","Edgecombe County Public Schools","        93","        28","       157","*","*","        96","       376"
"2017","33A","North East Carolina Preparatory School","        12","         8","        29","-","*","         7","        57"
"2017","340","Winston Salem/Forsyth County Schools","     1,449","       431","     1,193","        14","        47","       596","     3,730"
"2017","34B","Quality Education Academy","         5","         6","         6","-","-","*","        19"
"2017","34D","Carter G Woodson School","        11","         7","*","-","-","*","        25"
"2017","34H","The North Carolina Leadership Academy","-","-","-","-","-","        35","        35"
"2017","350","Franklin County Schools","       143","        41","       226","        13","*","       154","       580"
"2017","360","Gaston County Schools","       682","       245","       752","*","        23","       577","     2,282"
"2017","36C","Mountain Island Charter","        40","        13","        29","-","*","        16","        99"
"2017","370","Gates County Schools","        23","        15","        37","-","*","        32","       110"
"2017","380","Graham County Schools","        24","        17","        28","-","-","        31","       100"
"2017","390","Granville County Schools","       164","        69","       288","         7","         5","       120","       653"
"2017","39B","Oxford Preparatory High School","        14","         6","        19","-","-","         6","        45"
"2017","400","Greene County Schools","        34","        20","       165","-","*","        27","       247"
"2017","410","Guilford County Schools","     2,519","       573","     1,510","        11","        58","       809","     5,480"
"2017","41F","Triad Math and Science Academy","-","-","        37","-","-","*","        40"
"2017","420","Halifax County Schools","        30","        17","        40","*","*","        55","       145"
"2017","421","Roanoke Rapids City Schools","        61","        33","        74","-","-","        47","       215"
"2017","422","Weldon City Schools","        23","        14","        19","*","-","*","        58"
"2017","430","Harnett County Schools","       347","       118","       477","         8","         7","       321","     1,278"
"2017","440","Haywood County Schools","       153","        43","       225","*","        10","       110","       544"
"2017","450","Henderson County Schools","       273","       109","       407","*","*","       173","       965"
